Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000184638, 0.000118762, 6.4883e-05, 1.834e-06, 467, 1026, 3
0.000985029, 0.000490608, 0.000488468, 1.1546e-05, 494, 1030, 5
0.00108739, 0.000547178, 0.000532246, 9.56e-06, 485, 1359, 5
0.00113842, 0.000632092, 0.000501796, 6.365e-06, 490, 1078, 3
0.000126479, 8.6762e-05, 3.8815e-05, 6.47e-07, 480, 1102, 2
0.000276213, 0.000166814, 0.000107555, 1.69e-06, 501, 1178, 4
0.000462714, 0.000179471, 0.000281288, 1.075e-06, 488, 1038, 1
0.000367465, 0.000207187, 0.000157512, 4.319e-06, 481, 1126, 7
0.000947499, 0.00050686, 0.000431611, 6.494e-06, 474, 1004, 4
0.000226874, 0.000147323, 7.8439e-05, 1.348e-06, 477, 1034, 5
0.000141378, 9.5148e-05, 4.5362e-05, 5.74e-07, 472, 1089, 2
0.000118198, 7.9949e-05, 3.7303e-05, 3.91e-07, 467, 1070, 1
0.000135908, 9.1287e-05, 4.3777e-05, 1.928e-06, 463, 1052, 5
0.000313437, 0.000192485, 0.000119487, 3.874e-06, 460, 1116, 6
0.000200196, 0.000121648, 7.7454e-05, 7.99e-07, 473, 981, 2
0.000209122, 0.00014332, 6.4443e-05, 1.502e-06, 458, 1120, 3
0.000260728, 0.000157775, 0.000100377, 1.837e-06, 415, 996, 3
0.00036919, 0.000213434, 0.000153175, 1.547e-06, 459, 910, 1
0.000175942, 0.000106055, 6.8471e-05, 2.521e-06, 488, 945, 7
0.000438008, 0.000312595, 0.000122076, 3.579e-06, 496, 1140, 5
0.000215043, 0.000157233, 5.6431e-05, 7.54e-07, 490, 1111, 3
0.000103487, 6.9633e-05, 3.3217e-05, 3.31e-07, 471, 900, 1
0.000340153, 0.000229751, 0.000108726, 1.16e-06, 496, 1230, 3
0.000758589, 0.000359416, 0.000396024, 6.987e-06, 478, 1046, 4
0.000125545, 8.1051e-05, 4.3614e-05, 8.61e-07, 477, 1092, 3
0.000186555, 0.00011783, 6.7901e-05, 1.849e-06, 466, 1051, 5
0.00027959, 0.000239634, 3.8804e-05, 8.34e-07, 452, 1036, 2
0.000141142, 8.6724e-05, 5.3515e-05, 1.503e-06, 463, 1058, 5
0.000327794, 0.000190257, 0.000134159, 3.204e-06, 454, 1032, 5
0.000438642, 0.000167871, 0.000266977, 5.236e-06, 470, 1043, 6
0.000131758, 8.3547e-05, 4.7282e-05, 1.419e-06, 474, 1050, 6
0.000213787, 0.00011961, 9.1958e-05, 2.463e-06, 473, 1053, 5
0.000189219, 0.00012347, 6.4754e-05, 1.662e-06, 473, 1029, 6
0.000111272, 7.0178e-05, 4.0397e-05, 1.567e-06, 443, 1057, 6
0.000309869, 0.00016272, 0.00014416, 2.574e-06, 459, 1088, 5
0.000106036, 6.6804e-05, 3.847e-05, 5.87e-07, 458, 1046, 2
0.000304633, 0.000166107, 0.000133998, 3.698e-06, 458, 916, 4
0.000204595, 0.000128901, 7.4769e-05, 1.418e-06, 475, 1311, 6
0.000135227, 8.1759e-05, 5.1951e-05, 1.616e-06, 471, 1042, 5
0.000305279, 0.000195388, 0.000105407, 0, 455, 1040, 0
0.000207181, 0.000129975, 7.6281e-05, 1.754e-06, 484, 1133, 6
0.000203613, 0.000130208, 7.2262e-05, 1.212e-06, 461, 1129, 4
0.00022639, 0.000133176, 9.1602e-05, 6.287e-06, 468, 806, 3
0.000356119, 0.000218723, 0.000135308, 3.371e-06, 468, 1168, 8
0.000189786, 0.000104283, 8.4238e-05, 1.492e-06, 463, 912, 3
0.000151017, 0.00010833, 4.1316e-05, 7.29e-07, 467, 947, 2
0.000187949, 0.000120348, 6.6653e-05, 3.225e-06, 470, 959, 7
0.000229043, 0.000127345, 0.000100952, 4.105e-06, 476, 1084, 14
0.000122228, 7.6074e-05, 4.5188e-05, 1.954e-06, 466, 1075, 7
0.000191778, 0.000110749, 7.8853e-05, 3.341e-06, 464, 875, 6
0.000265128, 0.000148981, 0.000114957, 2.246e-06, 476, 976, 5
0.000174552, 0.000112395, 6.1067e-05, 2.565e-06, 492, 1032, 8
0.000298345, 0.000175179, 0.000121891, 2.894e-06, 481, 1083, 5
0.000185517, 0.000119231, 6.5436e-05, 2.152e-06, 487, 949, 5
0.000367463, 0.000215764, 0.00014568, 3.083e-06, 465, 873, 2
0.000211186, 0.000140073, 7.02e-05, 1.397e-06, 462, 850, 4
0.000412854, 0.00028203, 0.000124452, 1.241e-06, 462, 718, 1
9.0593e-05, 6.0792e-05, 2.8681e-05, 3.76e-07, 456, 645, 1
9.5011e-05, 5.914e-05, 3.499e-05, 1.771e-06, 461, 788, 6
0.000207508, 0.000127497, 7.8299e-05, 0, 460, 642, 0
0.00010613, 6.5095e-05, 4.015e-05, 2.087e-06, 469, 634, 7
0.000361056, 0.000211057, 0.000145796, 6.393e-06, 456, 554, 11
0.000164317, 0.000101468, 5.9578e-05, 3.769e-06, 466, 469, 7
7.4351e-05, 5.1237e-05, 2.2369e-05, 1.241e-06, 444, 343, 5
9.5243e-05, 6.6215e-05, 2.7705e-05, 1.066e-06, 410, 265, 3
7.5302e-05, 4.9777e-05, 2.4558e-05, 1.439e-06, 423, 419, 6
0.000171382, 0.000110479, 5.8725e-05, 0, 419, 323, 0
0.000188613, 0.000106879, 7.9263e-05, 3.266e-06, 407, 358, 5
0.000513926, 0.000307093, 0.000200656, 7.344e-06, 401, 367, 3
0.000240396, 0.000107598, 0.00013154, 8.48e-06, 417, 416, 5
0.000264606, 0.000110512, 0.00014088, 3.551e-06, 420, 356, 2
7.6906e-05, 5.0543e-05, 2.3716e-05, 1.464e-06, 426, 362, 5
0.000158847, 0.000107818, 4.9863e-05, 9.54e-07, 425, 439, 3
0.000163323, 0.000100621, 6.1129e-05, 8.5e-07, 412, 396, 3
0.000236647, 0.000136832, 9.2994e-05, 1.842e-06, 397, 349, 3
0.000172792, 0.000103483, 6.7581e-05, 2.337e-06, 406, 387, 5
0.000134219, 6.7845e-05, 6.4963e-05, 2.809e-06, 399, 273, 4
0.000122526, 6.9683e-05, 5.0953e-05, 2.216e-06, 395, 431, 7
0.000144502, 9.3281e-05, 4.8277e-05, 9.73e-07, 403, 348, 2
0.000127206, 0.000106011, 1.9818e-05, 1.01e-06, 410, 326, 3
7.3005e-05, 4.7995e-05, 2.4196e-05, 1.585e-06, 411, 377, 4
0.000142776, 9.9559e-05, 4.2257e-05, 1.173e-06, 406, 362, 3
0.000131215, 9.805e-05, 3.1657e-05, 0, 403, 404, 0
0.000202214, 0.000141025, 5.9214e-05, 1.339e-06, 414, 425, 2
0.000157752, 9.371e-05, 6.2286e-05, 1.482e-06, 391, 408, 2
5.3628e-05, 3.8252e-05, 1.3846e-05, 3.25e-07, 391, 276, 1
0.000226924, 9.8922e-05, 0.000127123, 2.219e-06, 411, 425, 1
0.00011697, 6.64e-05, 4.8669e-05, 1.53e-06, 383, 395, 3
0.000121871, 8.168e-05, 3.9237e-05, 1.697e-06, 402, 528, 4
0.000244582, 0.000129184, 0.000112044, 3.242e-06, 409, 455, 4
0.000184015, 0.000106448, 7.5125e-05, 3.293e-06, 413, 419, 4
9.269e-05, 5.7722e-05, 3.3817e-05, 1.262e-06, 412, 305, 2
0.000429402, 0.00024905, 0.000176811, 5.304e-06, 409, 391, 2
0.000154378, 0.000114448, 3.8183e-05, 1.653e-06, 430, 440, 5
0.000105566, 7.2632e-05, 3.1961e-05, 8.01e-07, 430, 472, 2
7.4654e-05, 5.072e-05, 2.3119e-05, 1.183e-06, 427, 430, 5
0.000144151, 9.3507e-05, 4.8868e-05, 6.96e-07, 405, 347, 1
0.000143412, 0.000101404, 3.7989e-05, 1.142e-06, 403, 430, 3
0.000233013, 0.000157553, 6.7043e-05, 1.157e-06, 406, 362, 2
0.000121178, 8.3248e-05, 3.6895e-05, 1.068e-06, 400, 511, 3
0.000203233, 0.000134446, 6.0909e-05, 0, 396, 345, 0
0.000203092, 0.000135454, 6.601e-05, 1.98e-06, 411, 392, 2
0.000128208, 7.8829e-05, 4.6224e-05, 5.94e-07, 406, 414, 2
9.3207e-05, 6.6177e-05, 2.5491e-05, 1.205e-06, 417, 339, 3
0.00012237, 7.3374e-05, 4.8018e-05, 1.695e-06, 402, 321, 4
0.000122035, 8.2593e-05, 3.7359e-05, 1.593e-06, 415, 393, 5
0.000248578, 0.000225517, 2.177e-05, 0, 401, 398, 0
0.000115665, 7.982e-05, 3.4342e-05, 1.121e-06, 404, 336, 1
0.000203577, 0.00013177, 6.8901e-05, 6.77e-07, 412, 475, 1
7.1097e-05, 4.7024e-05, 2.3292e-05, 6.25e-07, 397, 386, 2
0.000125674, 9.0147e-05, 3.4299e-05, 1.216e-06, 409, 436, 4
7.3712e-05, 4.8222e-05, 2.4651e-05, 7.17e-07, 397, 450, 2
0.000148961, 9.6224e-05, 5.1027e-05, 7.59e-07, 395, 317, 1
0.000124863, 8.0635e-05, 4.1265e-05, 4.5e-07, 399, 512, 1
6.9547e-05, 5.0705e-05, 1.79e-05, 0, 407, 312, 0
0.000163212, 9.3958e-05, 6.8233e-05, 7.88e-07, 392, 451, 1
0.000296579, 0.000133052, 0.00016074, 0, 405, 448, 0
0.000140805, 8.5921e-05, 5.3473e-05, 8.43e-07, 408, 386, 2
0.000175318, 0.00012797, 4.5137e-05, 1.117e-06, 418, 430, 3
0.000100013, 7.1387e-05, 2.7772e-05, 0, 402, 379, 0
0.00010925, 7.2249e-05, 3.555e-05, 2.28e-06, 340, 228, 2
4.3871e-05, 3.2188e-05, 1.0955e-05, 4.46e-07, 381, 231, 1
0.00021627, 7.6588e-05, 0.000138493, 6.91e-07, 401, 212, 1
0.000145232, 0.000103601, 3.7963e-05, 0, 388, 214, 0
6.6204e-05, 4.8572e-05, 1.6417e-05, 5.18e-07, 373, 195, 1
0.000125306, 8.4826e-05, 3.9108e-05, 1.12e-06, 383, 280, 1
0.000375754, 0.000262802, 0.000109718, 2.592e-06, 383, 383, 1
7.5985e-05, 5.604e-05, 1.7691e-05, 0, 385, 238, 0
0.000112677, 7.8725e-05, 3.0393e-05, 0, 388, 226, 0
0.000149485, 0.000107877, 3.9109e-05, 1.118e-06, 423, 209, 2
0.000176307, 8.4458e-05, 8.8903e-05, 3.198e-06, 417, 222, 3
8.2465e-05, 6.0628e-05, 2.0769e-05, 1.024e-06, 432, 260, 3
0.000108038, 7.1053e-05, 3.4795e-05, 0, 427, 254, 0
9.6085e-05, 7.0784e-05, 2.4056e-05, 0, 415, 355, 0
0.000244564, 0.000130151, 0.000111791, 2.151e-06, 443, 886, 4
0.000125536, 8.2089e-05, 4.1831e-05, 8.09e-07, 445, 1077, 2
0.000278364, 0.000182825, 9.2502e-05, 2.506e-06, 452, 983, 4
0.000263887, 0.000159412, 0.000101961, 2.836e-06, 462, 933, 4
0.000127305, 8.0468e-05, 4.6049e-05, 1.749e-06, 496, 1121, 7
0.000224995, 0.000139566, 8.1e-05, 2.093e-06, 465, 1033, 5
0.000258765, 0.000151078, 0.000104718, 1.521e-06, 467, 965, 2
0.000113577, 7.4093e-05, 3.8315e-05, 1.511e-06, 478, 894, 5
0.000278674, 0.000172513, 0.000103991, 2.985e-06, 488, 853, 4
0.000118783, 7.2384e-05, 4.5522e-05, 1.685e-06, 499, 958, 6
9.5822e-05, 6.147e-05, 3.3688e-05, 1.01e-06, 504, 881, 4
0.000227123, 0.00015136, 7.136e-05, 1.95e-06, 532, 1139, 8
0.000143973, 9.1734e-05, 5.1724e-05, 2.593e-06, 554, 1329, 6
0.000246171, 0.000140746, 0.000104574, 1.738e-06, 559, 1305, 5
0.00043032, 0.000270567, 0.000157227, 2.874e-06, 563, 1432, 7
0.000279019, 0.000150884, 0.000126888, 3.118e-06, 568, 1451, 11
0.0865739, 0.000154003, 9.8948e-05, 3.193e-06, 574, 1737, 14
0.000407008, 0.000241897, 0.000162984, 7.115e-06, 611, 1632, 14
0.000147262, 8.763e-05, 5.8995e-05, 2.162e-06, 571, 1529, 11
0.000354231, 0.000239255, 0.000109615, 2.409e-06, 597, 1638, 10
0.000291177, 0.000163326, 0.000124468, 2.682e-06, 598, 1714, 8
0.000264261, 0.000167668, 9.3488e-05, 2.407e-06, 621, 1499, 8
0.000425949, 0.000199997, 0.000224752, 5.898e-06, 604, 1548, 7
0.000364714, 0.00022626, 0.000137359, 2.833e-06, 596, 1396, 6
0.000398704, 0.00020812, 0.000187526, 2.686e-06, 596, 1434, 5
0.00020886, 0.000123953, 8.3748e-05, 2.819e-06, 581, 1129, 9
0.00027812, 0.000128528, 0.000146773, 5.683e-06, 579, 1218, 9
0.000287079, 0.00017959, 0.000105091, 2.464e-06, 564, 1057, 6
0.000312969, 0.000149538, 0.000160636, 2.513e-06, 567, 1090, 5
0.000158731, 0.000107699, 5.0281e-05, 2.033e-06, 557, 991, 7
0.000163744, 9.1328e-05, 7.1363e-05, 2.055e-06, 558, 1128, 6
0.00056766, 0.000231713, 0.000333102, 6.997e-06, 557, 1047, 5
0.000127044, 7.9157e-05, 4.7326e-05, 1.858e-06, 573, 1041, 5
0.000278105, 0.000186023, 8.9838e-05, 2.402e-06, 566, 1302, 10
0.000200257, 0.000106784, 9.1981e-05, 2.412e-06, 570, 1046, 7
0.000155844, 0.000103508, 5.0845e-05, 1.407e-06, 570, 1172, 4
0.000180552, 0.00012259, 5.6125e-05, 1.371e-06, 585, 950, 3
0.000240637, 0.000159682, 7.9148e-05, 1.908e-06, 577, 1093, 8
0.000218307, 0.000123861, 9.297e-05, 1.923e-06, 589, 976, 6
0.00027729, 0.000157521, 0.000117972, 1.677e-06, 573, 876, 1
0.000185633, 0.00012258, 6.1967e-05, 1.013e-06, 575, 1015, 3
0.000409136, 0.000198619, 0.000207584, 3.986e-06, 579, 1427, 5
0.000241562, 0.00014933, 9.1006e-05, 2.218e-06, 578, 1337, 7
0.000648022, 0.000304549, 0.000341572, 4.633e-06, 576, 1305, 3
0.000232634, 0.00014856, 8.2909e-05, 1.864e-06, 596, 1423, 7
0.00036584, 0.000166071, 0.0001974, 2.908e-06, 559, 1341, 1
0.000384187, 0.000260277, 0.000121102, 1.5313e-05, 567, 1352, 8
0.000333616, 0.000191194, 0.000139933, 1.353e-06, 583, 1431, 3
0.000307552, 0.000221074, 8.4048e-05, 2.799e-06, 587, 1356, 8
0.000563577, 0.000415253, 0.000142934, 2.33e-06, 583, 1672, 3
0.000182325, 0.000115493, 6.5643e-05, 1.212e-06, 594, 1497, 5
0.000301017, 0.000167592, 0.000131884, 1.923e-06, 590, 1524, 8
0.000163814, 9.7073e-05, 6.6125e-05, 2.239e-06, 592, 1483, 11
0.000230284, 0.000141933, 8.7103e-05, 1.549e-06, 610, 1673, 4
0.000479163, 0.000226724, 0.000246803, 5.948e-06, 607, 1678, 12
0.000355842, 0.000273729, 7.9014e-05, 2.075e-06, 642, 2049, 7
0.00103569, 0.000513952, 0.000513904, 3.869e-06, 633, 1795, 2
0.000536971, 0.000332577, 0.000201005, 9.775e-06, 648, 1982, 13
0.000389061, 0.000207945, 0.000179682, 3.424e-06, 675, 2288, 13
0.000347694, 0.000200168, 0.000145762, 4.32e-06, 652, 1547, 13
0.000168927, 9.8156e-05, 7.0024e-05, 3e-06, 645, 1525, 9
0.00025457, 0.000153416, 0.000100138, 2.795e-06, 645, 1595, 12
0.000500085, 0.000269594, 0.000227522, 5.681e-06, 648, 1477, 10
0.000497467, 0.000197755, 0.000298335, 5.288e-06, 629, 1537, 13
0.000570758, 0.000203899, 0.000365318, 5.193e-06, 644, 1609, 9
0.000415201, 0.000177398, 0.000235185, 9.272e-06, 645, 1869, 13
0.00117398, 0.000408089, 0.000754343, 1.3915e-05, 656, 1852, 9
0.000399662, 0.000275645, 0.000123137, 3.349e-06, 640, 1738, 9
0.000401298, 0.000238228, 0.000161362, 3.127e-06, 679, 2237, 12
0.000826456, 0.000261631, 0.000562527, 6.913e-06, 653, 1685, 7
0.00019349, 0.000112885, 7.9855e-05, 2.543e-06, 652, 1788, 9
0.000352536, 0.000207554, 0.000142756, 1.309e-06, 665, 1738, 4
0.0346113, 0.000145852, 7.9437e-05, 1.922e-06, 649, 1679, 8
0.000306079, 0.000174792, 0.000129917, 3.351e-06, 663, 1755, 11
0.000185317, 0.00010898, 7.5461e-05, 2.204e-06, 648, 1818, 7
0.000285437, 0.000168247, 0.000116236, 3.056e-06, 666, 1736, 13
0.000314601, 0.000181847, 0.00013136, 4.335e-06, 670, 2222, 11
0.000535011, 0.000280378, 0.000252147, 5.17e-06, 675, 1871, 9
0.00075028, 0.000301246, 0.000445598, 6.7e-06, 647, 1723, 11
0.000260437, 0.000150298, 0.000108967, 1.78e-06, 639, 1503, 6
0.000214221, 0.000119449, 9.3832e-05, 2.865e-06, 625, 1354, 11
0.000241174, 0.000137762, 0.000102223, 2.511e-06, 637, 1437, 10
0.00111089, 0.000589057, 0.000519884, 1.1028e-05, 634, 1472, 7
0.0387071, 0.000344329, 0.000132077, 4.232e-06, 628, 1496, 13
0.000424312, 0.000182873, 0.000238906, 6.935e-06, 641, 1607, 11
0.000192749, 0.00010408, 8.785e-05, 3.469e-06, 650, 1731, 14
0.000280323, 0.000139847, 0.000139589, 3.74e-06, 630, 1434, 12
0.000362623, 0.000173628, 0.000187521, 5.437e-06, 632, 1331, 14
0.000570725, 0.00034562, 0.000219633, 2.3047e-05, 655, 1340, 11
0.000230734, 0.000128354, 0.000100745, 2.17e-06, 652, 1142, 6
0.000122083, 7.4688e-05, 4.6578e-05, 1.478e-06, 634, 622, 3
0.000932255, 0.000401009, 0.000522997, 1.0945e-05, 613, 624, 6
8.7859e-05, 5.7999e-05, 2.8819e-05, 3.57e-07, 582, 443, 1
0.000141355, 9.1087e-05, 4.9397e-05, 6.84e-07, 598, 508, 2
0.000193702, 8.8555e-05, 0.000103666, 2.884e-06, 621, 623, 4
0.000822596, 0.000401376, 0.000415811, 8.835e-06, 618, 691, 5
0.025267, 0.000113219, 8.4987e-05, 3.134e-06, 628, 663, 5
0.000352798, 0.000189231, 0.000162134, 2.073e-06, 649, 1071, 5
0.000464939, 0.000252551, 0.000209779, 4.865e-06, 702, 1425, 9
0.00141871, 0.000881656, 0.000525984, 1.0818e-05, 703, 1710, 12
0.000320201, 0.000185058, 0.000133365, 2.144e-06, 718, 1775, 8
0.000310464, 0.000164156, 0.000145176, 3.441e-06, 717, 1691, 9
0.000345498, 0.000180551, 0.000164145, 2.162e-06, 707, 1643, 7
0.000261495, 0.000158958, 0.00010054, 1.273e-06, 719, 1309, 3
0.000903822, 0.000483437, 0.000414902, 7.22e-06, 688, 1184, 8
0.000441133, 0.000225475, 0.000212977, 2.06e-06, 683, 1181, 5
0.000209921, 0.000134731, 7.4368e-05, 2.579e-06, 703, 1149, 9
0.00027724, 0.00013491, 0.000140716, 5.28e-06, 721, 1279, 14
0.00014079, 8.3233e-05, 5.654e-05, 1.328e-06, 732, 1057, 5
0.00218974, 9.3324e-05, 6.5726e-05, 2.742e-06, 748, 1291, 14
0.000296951, 0.000155747, 0.00013983, 4.208e-06, 737, 1255, 9
0.000454769, 0.000246876, 0.00020546, 5.9e-06, 757, 1504, 12
0.0012158, 0.000685704, 0.000527652, 9.249e-06, 752, 1220, 6
0.00031283, 0.000164074, 0.00014725, 5.364e-06, 766, 1521, 14
0.000252645, 0.000135781, 0.000114987, 3.262e-06, 748, 1376, 12
0.000342183, 0.000174501, 0.000166026, 6.193e-06, 735, 1504, 13
0.000358427, 0.000229564, 0.000124975, 3.254e-06, 733, 1437, 10
0.000340204, 0.000177269, 0.000161108, 4.427e-06, 736, 1545, 11
0.000337045, 0.000187396, 0.000148077, 4.006e-06, 749, 1529, 7
0.00037983, 0.000189532, 0.000188413, 3.166e-06, 742, 1518, 5
0.000218211, 0.000118325, 9.9066e-05, 2.327e-06, 761, 1694, 10
0.000565222, 0.000236581, 0.000326371, 2.972e-06, 749, 1507, 8
0.000241411, 0.00013364, 0.000106976, 2.606e-06, 752, 1565, 10
0.00048449, 0.000241962, 0.000240228, 2.852e-06, 739, 1721, 8
0.000306822, 0.000181805, 0.000123354, 4.674e-06, 741, 1492, 13
0.000296617, 0.000156495, 0.000139066, 2.833e-06, 738, 1513, 8
0.000171172, 0.000108, 6.1676e-05, 2.085e-06, 738, 1325, 6
0.00027497, 0.000165769, 0.00010804, 1.178e-06, 734, 1460, 4
0.000245583, 0.000146162, 9.775e-05, 2.126e-06, 735, 1180, 8
0.000257636, 0.000150773, 0.000105645, 2.968e-06, 728, 1035, 6
0.000252198, 0.000139778, 0.000111093, 4.39e-06, 734, 1812, 16
0.000194005, 0.000110382, 8.2638e-05, 3.504e-06, 716, 1379, 13
0.000258844, 0.000145777, 0.00011177, 1.328e-06, 704, 1236, 5
0.000269819, 0.000155936, 0.000112199, 3.211e-06, 705, 1367, 8
0.000936195, 0.000643899, 0.000288394, 1.0539e-05, 671, 1152, 8
0.000229158, 0.000132085, 9.5939e-05, 3.003e-06, 672, 897, 8
0.000276113, 0.000166516, 0.000108687, 2.371e-06, 698, 1489, 9
0.000786758, 0.000281459, 0.000502659, 1.627e-05, 685, 1852, 18
0.00113709, 0.000558207, 0.00057466, 1.9227e-05, 698, 1902, 13
0.000335528, 0.000162026, 0.000172147, 3.644e-06, 683, 2094, 11
0.000319017, 0.00018723, 0.000130638, 4.769e-06, 680, 2165, 21
0.000536857, 0.000288995, 0.000245328, 6.856e-06, 673, 2069, 15
0.000441075, 0.000254074, 0.000186, 5.142e-06, 661, 1824, 19
0.000300161, 0.000148021, 0.000150582, 4.94e-06, 608, 1294, 7
0.000441376, 0.00018174, 0.000256576, 9.623e-06, 576, 811, 10
0.000235785, 0.000151723, 8.2459e-05, 1.819e-06, 584, 955, 8
0.000196904, 0.000118763, 7.2748e-05, 2.329e-06, 565, 951, 7
0.000144909, 9.0806e-05, 5.3138e-05, 2.5e-06, 583, 1001, 9
0.000225015, 0.000122774, 0.000100563, 3.903e-06, 602, 1070, 13
0.000224443, 0.000127586, 9.5964e-05, 3.474e-06, 587, 1194, 15
0.000196327, 0.000113821, 8.1231e-05, 3.174e-06, 602, 1587, 10
0.000602526, 0.000336863, 0.000260773, 3.497e-06, 579, 1484, 7
0.000539828, 0.000304749, 0.000227346, 8.412e-06, 590, 1453, 14
0.000347888, 0.000228617, 0.000117761, 3.523e-06, 593, 1377, 13
0.00057326, 0.000392142, 0.000176131, 7.35e-06, 588, 1440, 15
0.000408747, 0.000235655, 0.000170488, 4.627e-06, 571, 1133, 11
0.000203909, 0.00012831, 7.4756e-05, 1.753e-06, 587, 1378, 8
0.000134993, 7.8797e-05, 5.5028e-05, 2.203e-06, 576, 1244, 11
0.000147128, 8.6403e-05, 5.8707e-05, 3.205e-06, 593, 1207, 14
0.000385368, 0.00024774, 0.000134282, 4.168e-06, 585, 1479, 17
0.000373407, 0.000225105, 0.000146536, 4.049e-06, 601, 1148, 11
0.000276533, 0.00015918, 0.000115811, 2.533e-06, 598, 1345, 7
0.000300824, 0.000167011, 0.000132522, 1.0968e-05, 600, 1339, 16
0.000170632, 0.000100681, 6.8892e-05, 1.753e-06, 609, 1344, 6
0.000695697, 0.000441541, 0.000247194, 7.604e-06, 600, 1210, 15
0.000254243, 0.000148915, 0.00010432, 2.453e-06, 580, 1300, 11
0.000749721, 0.000431452, 0.000310697, 1.3997e-05, 592, 1382, 10
0.000246037, 0.000159694, 8.4679e-05, 2.369e-06, 580, 1166, 10
0.000500177, 0.000318508, 0.000177225, 4.804e-06, 565, 1223, 7
0.000293646, 0.000184812, 0.000107297, 2.547e-06, 592, 1425, 10
0.000325819, 0.000238026, 8.4463e-05, 2.709e-06, 598, 1368, 10
0.000220178, 0.000142065, 7.7156e-05, 1.692e-06, 589, 1246, 6
0.000149751, 9.7459e-05, 5.1783e-05, 2.788e-06, 612, 1160, 11
0.000319771, 0.00019409, 0.000124487, 2.224e-06, 586, 1297, 7
0.000403757, 0.000254766, 0.000146043, 1.399e-06, 596, 1421, 3
0.000206181, 0.000126867, 7.8519e-05, 2.201e-06, 576, 1092, 9
0.000274579, 0.000161886, 0.000110603, 3.023e-06, 595, 1122, 11
0.000222166, 0.000139726, 8.1572e-05, 2.746e-06, 579, 1210, 12
0.000332407, 0.000180565, 0.000150034, 3.109e-06, 602, 1320, 5
0.000277879, 0.000149022, 0.000127256, 4.487e-06, 568, 1444, 19
0.000537447, 0.000327746, 0.000207459, 3.542e-06, 569, 1312, 8
0.00289169, 0.00015652, 0.000125912, 3.583e-06, 543, 1570, 15
0.00024146, 0.000144014, 9.6862e-05, 1.587e-06, 561, 1462, 6
0.000265476, 0.000162794, 0.000100469, 2.129e-06, 558, 1489, 8
0.000356099, 0.000176169, 0.000177242, 6.851e-06, 560, 1429, 15
0.000160588, 9.4653e-05, 6.5055e-05, 2.842e-06, 556, 1518, 15
0.000408027, 0.000204803, 0.000200163, 8.065e-06, 550, 1581, 16
0.000170948, 0.00010036, 6.9737e-05, 4.06e-06, 546, 1541, 16
0.00121628, 0.000712084, 0.000497677, 1.2761e-05, 527, 1577, 14
0.000262066, 0.000145366, 0.000114802, 5.539e-06, 530, 1716, 17
0.00026, 0.000131836, 0.000127077, 6.103e-06, 528, 1533, 14
0.000232861, 0.000137864, 9.3676e-05, 2.443e-06, 513, 1472, 8
0.000465138, 0.000224781, 0.000237666, 1.5777e-05, 508, 1373, 20
0.00014038, 7.9603e-05, 5.9961e-05, 2.317e-06, 515, 1497, 12
0.00078288, 0.000505537, 0.000273067, 3.883e-06, 511, 1345, 6
0.000155937, 9.1709e-05, 6.3399e-05, 1.735e-06, 509, 1303, 8
0.000698676, 0.00034469, 0.000350148, 1.0411e-05, 517, 1488, 19
0.000221408, 0.00013368, 8.6642e-05, 1.66e-06, 513, 1420, 4
0.000491377, 0.000277871, 0.000208124, 8.121e-06, 506, 1324, 17
0.000310127, 0.000185461, 0.000122269, 3.403e-06, 515, 1388, 8
0.000400064, 0.000210727, 0.000186354, 3.705e-06, 504, 1338, 7
0.000253031, 0.000136718, 0.000114831, 4.508e-06, 523, 1413, 12
0.000339188, 0.000134789, 0.000203293, 2.034e-06, 511, 1372, 8
0.000245973, 0.000138842, 0.000104672, 3.599e-06, 509, 1536, 15
0.00056188, 0.00030283, 0.000255317, 7.398e-06, 522, 1407, 13
0.000453951, 0.000161087, 0.000291524, 6.147e-06, 526, 1657, 6
0.000930952, 0.00048844, 0.00044011, 1.7992e-05, 517, 1461, 12
0.000164778, 9.764e-05, 6.5859e-05, 3.951e-06, 518, 1514, 11
0.000486035, 0.000290226, 0.000193163, 3.987e-06, 523, 1369, 4
0.000255092, 0.000159084, 9.4725e-05, 4.239e-06, 532, 1526, 16
0.000413135, 0.000218226, 0.000192653, 2.1943e-05, 522, 1235, 8
0.000275139, 0.000171592, 0.000102629, 4.153e-06, 538, 1496, 17
0.000160543, 9.3758e-05, 6.6168e-05, 2.911e-06, 538, 1617, 17
0.000186164, 0.000117396, 6.7819e-05, 2.186e-06, 533, 1393, 8
0.000430036, 0.000233143, 0.000195304, 4.711e-06, 525, 1368, 6
0.00023894, 0.000138863, 9.9096e-05, 2.746e-06, 524, 1421, 10
0.000313326, 0.000164653, 0.000141027, 3.208e-06, 537, 1546, 7
0.000143702, 8.7854e-05, 5.5024e-05, 2.147e-06, 520, 1343, 12
0.000260767, 0.00013657, 0.000122043, 7.102e-06, 527, 1067, 13
0.000198977, 0.000119339, 7.8499e-05, 2.579e-06, 515, 1091, 7
0.000349132, 0.000234339, 0.000111782, 1.758e-06, 561, 1242, 5
0.000183028, 0.000108807, 7.305e-05, 2.69e-06, 559, 967, 10
0.00012991, 7.9226e-05, 5.0151e-05, 1.782e-06, 580, 1035, 7
