Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000398179, 0.000236891, 0.000160119, 6.725e-06, 524, 1978, 21
0.000382728, 0.00025425, 0.000126059, 4.256e-06, 514, 1998, 16
0.00027225, 0.000156506, 0.000114465, 4.193e-06, 519, 1742, 16
0.000306873, 0.000172224, 0.00013344, 4.813e-06, 512, 1806, 19
0.000424784, 0.000281466, 0.000142057, 5.058e-06, 518, 1802, 21
0.000554235, 0.000255208, 0.000294871, 6.232e-06, 529, 1779, 15
0.000322389, 0.000166811, 0.000152741, 3.804e-06, 519, 1690, 13
0.000787286, 0.000318256, 0.000466968, 1.3498e-05, 505, 1591, 10
0.000393075, 0.000257095, 0.000133604, 3.045e-06, 513, 1524, 7
0.000354789, 0.00025499, 9.6926e-05, 2.398e-06, 517, 1497, 9
0.000170226, 9.5601e-05, 7.3648e-05, 3.007e-06, 488, 1510, 13
0.000410028, 0.000277577, 0.000128051, 5.363e-06, 511, 1545, 9
0.00015719, 9.4222e-05, 6.205e-05, 2.037e-06, 497, 1556, 9
0.000259285, 0.000159435, 9.755e-05, 3.301e-06, 506, 1508, 11
0.00026435, 0.000140078, 0.000123309, 4.152e-06, 508, 1608, 11
0.000727094, 0.000245106, 0.000474008, 1.3376e-05, 507, 1552, 14
0.000232193, 0.000135474, 9.5648e-05, 2.529e-06, 513, 1548, 8
0.000476465, 0.000286308, 0.000185316, 3.329e-06, 516, 1488, 5
0.000170923, 0.000102236, 6.7879e-05, 1.749e-06, 499, 1636, 8
0.000459903, 0.000312001, 0.000144529, 3.845e-06, 511, 1615, 11
0.000269624, 0.000165281, 0.000102916, 3.249e-06, 514, 1660, 15
0.00060443, 0.000477856, 0.000121629, 5.637e-06, 505, 1540, 11
0.000230365, 0.000145668, 8.3587e-05, 2.62e-06, 506, 1473, 12
0.000271538, 0.00019554, 7.4232e-05, 2.813e-06, 504, 1558, 11
0.000305738, 0.000177124, 0.00012725, 3.375e-06, 507, 1588, 12
0.000282522, 0.000177886, 0.000103465, 2.297e-06, 526, 1751, 8
0.000199793, 0.000123454, 7.5182e-05, 2.567e-06, 507, 1603, 11
0.000407571, 0.000278013, 0.000124546, 2.309e-06, 511, 1640, 9
0.000225294, 0.000134993, 8.9265e-05, 1.932e-06, 504, 1558, 8
0.0004332, 0.000293095, 0.00013599, 4.922e-06, 516, 1559, 10
0.00017727, 0.000109813, 6.6336e-05, 2.29e-06, 514, 1615, 9
0.00140951, 0.00103789, 0.000366435, 9.246e-06, 510, 1715, 9
0.000233728, 0.000143221, 8.9486e-05, 1.505e-06, 523, 1577, 6
0.000228419, 0.000142589, 8.4932e-05, 1.959e-06, 524, 1563, 7
0.000455718, 0.000278463, 0.000174713, 6.762e-06, 509, 1530, 17
0.000282358, 0.000160183, 0.000120808, 3.509e-06, 534, 1656, 14
0.035025, 0.000287738, 0.000340486, 7.969e-06, 555, 1953, 22
0.000475802, 0.000262671, 0.000210334, 8.943e-06, 592, 2236, 25
0.000333924, 0.000172646, 0.00015968, 5.825e-06, 626, 2123, 23
0.0243393, 0.000170193, 0.000135687, 6.493e-06, 652, 2561, 35
0.000418342, 0.000229376, 0.000186898, 7.223e-06, 641, 2374, 34
0.000330487, 0.000164895, 0.000164377, 8.796e-06, 661, 2638, 29
0.000367416, 0.000203922, 0.000162453, 6.2e-06, 632, 2409, 29
0.000363301, 0.000205349, 0.000157177, 5.655e-06, 663, 2259, 27
0.00517846, 0.000373372, 0.000437623, 2.4136e-05, 655, 2040, 31
0.000333493, 0.000198928, 0.00013354, 3.476e-06, 622, 1826, 14
0.000314171, 0.000163605, 0.000148923, 5.57e-06, 635, 1833, 20
0.000361373, 0.000211586, 0.000148288, 5.148e-06, 608, 2014, 27
0.000351603, 0.000206941, 0.000143276, 4.292e-06, 610, 1973, 20
0.0273622, 0.000139328, 0.000102072, 5.539e-06, 601, 1946, 30
0.000193687, 0.000103912, 8.8786e-05, 4.361e-06, 610, 1912, 26
0.000195443, 0.00010258, 9.2141e-05, 4.277e-06, 581, 1778, 23
0.000205569, 0.00011203, 9.2482e-05, 4.032e-06, 587, 1642, 20
0.00036828, 0.000212929, 0.000153961, 6.365e-06, 617, 1461, 25
0.000341238, 0.000239473, 0.000100794, 4.68e-06, 608, 1810, 24
0.00020132, 0.000114508, 8.6114e-05, 2.893e-06, 619, 1704, 15
0.000348004, 0.000213321, 0.000133835, 4.229e-06, 588, 1754, 20
0.000382669, 0.000241139, 0.000140106, 2.166e-06, 590, 1636, 9
0.00019599, 0.000119161, 7.5586e-05, 3.208e-06, 592, 1518, 16
0.00014989, 8.8433e-05, 6.0583e-05, 2.982e-06, 554, 1398, 15
0.000232331, 0.000132542, 9.8981e-05, 3.46e-06, 548, 1222, 15
0.000171447, 0.00010946, 6.1204e-05, 2.335e-06, 533, 1194, 11
0.000266825, 0.000156007, 0.000109717, 2.655e-06, 531, 1035, 7
0.000237154, 0.000143046, 9.1845e-05, 2.815e-06, 532, 1064, 11
0.000127248, 7.7601e-05, 4.9086e-05, 2.487e-06, 520, 771, 10
0.00015892, 9.8255e-05, 5.8285e-05, 2.52e-06, 512, 700, 7
0.000116591, 7.1614e-05, 4.4045e-05, 1.732e-06, 519, 781, 7
0.000198662, 0.000132748, 6.4152e-05, 1.949e-06, 519, 696, 7
0.00019382, 0.000118265, 7.4344e-05, 2.417e-06, 521, 852, 9
0.000105913, 6.3402e-05, 4.142e-05, 1.697e-06, 517, 740, 6
0.000295289, 0.000156062, 0.000138049, 4.88e-06, 528, 834, 8
0.000375088, 0.000203518, 0.000169518, 4.214e-06, 542, 999, 8
0.000573225, 0.0003298, 0.00023916, 5.715e-06, 539, 1036, 7
0.000295841, 0.000139639, 0.000154133, 8.345e-06, 555, 1191, 13
0.000173657, 0.000118224, 5.4652e-05, 1.393e-06, 539, 766, 4
0.000217524, 0.000131287, 8.4772e-05, 1.169e-06, 544, 1084, 3
0.00021728, 0.000116706, 9.9622e-05, 3.735e-06, 546, 887, 11
0.000145214, 8.2637e-05, 6.183e-05, 2.497e-06, 535, 1117, 10
0.000161981, 0.000100882, 5.9215e-05, 2.827e-06, 548, 1127, 12
0.000428917, 0.000194158, 0.000231744, 6.567e-06, 544, 984, 7
0.00034119, 0.000168511, 0.000170659, 3.623e-06, 555, 991, 5
0.000124233, 7.7437e-05, 4.6062e-05, 2.259e-06, 543, 1040, 7
0.000364735, 0.000180637, 0.000181572, 3.261e-06, 546, 1289, 6
0.000240988, 0.000134382, 0.000105018, 2.423e-06, 554, 882, 6
0.000337255, 0.000164823, 0.000171467, 3.635e-06, 554, 1164, 5
0.000216797, 0.000140818, 7.4783e-05, 5.13e-07, 558, 1033, 1
0.00057688, 0.000288253, 0.00028316, 4.595e-06, 540, 1158, 4
0.000378867, 0.000195381, 0.000181654, 3.897e-06, 560, 1209, 6
0.000239863, 0.000151128, 8.71e-05, 2.503e-06, 561, 1131, 9
0.00053974, 0.000238372, 0.000300056, 9.099e-06, 564, 1284, 8
0.000632069, 0.000372224, 0.000257879, 9.929e-06, 557, 1112, 6
0.000350082, 0.000198358, 0.000149305, 5.179e-06, 557, 1216, 8
0.000418399, 0.000223351, 0.000191063, 4.286e-06, 566, 1163, 6
0.000164775, 9.4051e-05, 6.9674e-05, 2.146e-06, 552, 1168, 6
0.000359935, 0.000228276, 0.000130235, 2.516e-06, 559, 1054, 5
0.00039912, 0.000312492, 8.254e-05, 1.634e-06, 551, 1302, 7
0.000646763, 0.000317426, 0.000326896, 1.6134e-05, 568, 1297, 11
0.00024525, 0.000150304, 9.3255e-05, 1.702e-06, 563, 1431, 6
0.000440943, 0.000244693, 0.000193344, 2.91e-06, 555, 1317, 5
0.000367473, 0.000195238, 0.000170779, 4.918e-06, 556, 1243, 8
0.00017548, 0.00010356, 7.1093e-05, 2.055e-06, 550, 1289, 10
0.000324452, 0.000166133, 0.000156331, 4.755e-06, 578, 1582, 10
0.000277621, 0.00015467, 0.000120596, 2.782e-06, 563, 1256, 7
0.000253688, 0.000152618, 0.000100262, 2.409e-06, 595, 1325, 12
0.000262999, 0.000158601, 0.00010369, 1.823e-06, 574, 1467, 7
0.000253045, 0.000112814, 0.000138659, 4.607e-06, 581, 1447, 12
0.000301957, 0.000163346, 0.000136176, 3.708e-06, 571, 1421, 11
0.00023101, 9.7046e-05, 0.000133026, 5.983e-06, 578, 1522, 14
0.000167244, 9.9343e-05, 6.7103e-05, 1.792e-06, 569, 1514, 9
0.000419395, 0.000217295, 0.00020032, 6.191e-06, 565, 1423, 13
0.00056402, 0.00031743, 0.000244227, 6.333e-06, 591, 1632, 9
0.000496624, 0.000178699, 0.000316155, 1.1409e-05, 606, 1674, 9
0.000577851, 0.000260075, 0.000314515, 9.771e-06, 609, 1927, 16
0.000529968, 0.000274965, 0.000253494, 6.895e-06, 641, 2226, 28
0.000335906, 0.000188388, 0.000146659, 3.741e-06, 668, 2022, 17
0.000338898, 0.000162578, 0.000174338, 7.202e-06, 668, 1560, 17
0.000205503, 0.00010603, 9.838e-05, 4.122e-06, 666, 1353, 18
0.000581999, 0.000276311, 0.000302083, 8.602e-06, 680, 1335, 16
0.00121602, 0.00052191, 0.00069089, 1.1538e-05, 660, 1509, 16
0.000270684, 0.000141908, 0.000127084, 3.887e-06, 632, 1425, 14
0.000539401, 0.000291278, 0.000246575, 6.647e-06, 696, 2080, 27
0.000352255, 0.000197744, 0.000153496, 6.602e-06, 686, 2382, 31
0.000350673, 0.000213989, 0.000134422, 5.967e-06, 671, 2369, 29
0.000719109, 0.000217126, 0.000498458, 2.7711e-05, 693, 2692, 31
0.000767982, 0.000365002, 0.000402125, 1.1234e-05, 678, 2873, 33
0.0613052, 0.00016494, 0.000207778, 7.323e-06, 671, 2674, 29
0.000913965, 0.000469712, 0.000441431, 1.3536e-05, 669, 2665, 30
0.000358172, 0.000184527, 0.000170147, 6.624e-06, 667, 2756, 31
0.000282725, 0.000143466, 0.000138243, 4.826e-06, 655, 2785, 28
0.000459523, 0.000246943, 0.000211343, 5.541e-06, 651, 2406, 27
0.000399047, 0.00022275, 0.000175223, 3.998e-06, 661, 2517, 23
0.000558212, 0.000277127, 0.000280061, 9.168e-06, 664, 2589, 27
0.000392717, 0.000212634, 0.000178868, 5.034e-06, 679, 2601, 28
0.000962497, 0.000564342, 0.000392348, 1.7124e-05, 653, 2399, 31
0.00431815, 0.000457257, 0.0002572, 1.2127e-05, 690, 2905, 33
0.000655805, 0.000293342, 0.000360114, 9.918e-06, 666, 3020, 32
0.000314234, 0.00015597, 0.000157421, 5.59e-06, 664, 3015, 30
0.000524856, 0.000203491, 0.000320517, 9.008e-06, 655, 2886, 25
0.000327074, 0.000164211, 0.000161794, 4.156e-06, 663, 2941, 19
0.000385134, 0.000226456, 0.000157598, 3.98e-06, 635, 2545, 18
0.00025772, 0.000145328, 0.000110962, 5.464e-06, 629, 2377, 23
0.00033344, 0.000142659, 0.000189158, 5.54e-06, 611, 2453, 19
0.000670457, 0.000338141, 0.000331119, 7.942e-06, 624, 2455, 26
0.000550321, 0.000364231, 0.000181595, 4.8e-06, 620, 2373, 23
0.000482587, 0.000191235, 0.000289638, 6.158e-06, 617, 2247, 24
0.000667314, 0.000359971, 0.000304809, 1.4621e-05, 651, 2198, 28
0.000356274, 0.000187165, 0.000167019, 5.51e-06, 637, 2032, 24
0.00054072, 0.000253516, 0.000285378, 1.8393e-05, 661, 2238, 21
0.000372691, 0.000202628, 0.000168934, 5.84e-06, 654, 2159, 20
0.0682847, 0.00032279, 0.000162086, 4.183e-06, 636, 2019, 15
0.000367606, 0.000210242, 0.000155927, 6.118e-06, 658, 2092, 21
0.000353296, 0.000211687, 0.00013641, 4.085e-06, 649, 2084, 18
0.00049887, 0.000337444, 0.000157544, 4.413e-06, 650, 2196, 17
0.00023083, 0.000126676, 0.000103214, 4.983e-06, 672, 2116, 23
0.000857752, 0.000407605, 0.000446081, 1.7769e-05, 626, 2005, 16
0.000230715, 0.000129392, 0.000100632, 2.785e-06, 667, 2200, 13
0.000238836, 0.000147046, 9.0915e-05, 2.424e-06, 640, 2089, 10
0.000319566, 0.000188407, 0.000130083, 2.608e-06, 633, 2069, 11
0.000193945, 0.000117091, 7.6058e-05, 1.261e-06, 636, 1641, 6
0.000523863, 0.000278133, 0.000240095, 1.1045e-05, 639, 1701, 12
0.000325795, 0.000175704, 0.000148275, 3.571e-06, 638, 1754, 13
0.000312638, 0.000183627, 0.000128014, 2.816e-06, 632, 2123, 12
0.000409578, 0.000253127, 0.000155269, 5.228e-06, 618, 2448, 23
0.000488585, 0.000267458, 0.00021769, 5.555e-06, 616, 2321, 19
0.000488767, 0.000272423, 0.000214694, 3.1404e-05, 611, 2087, 19
0.000186407, 0.000104917, 8.0851e-05, 5.391e-06, 541, 1776, 20
0.000436, 0.000257346, 0.000176149, 4.491e-06, 542, 1625, 12
0.0846598, 0.000183378, 0.000155574, 4.659e-06, 514, 1382, 13
0.000232393, 0.000141487, 8.9815e-05, 3.285e-06, 498, 1363, 13
0.00013587, 7.8638e-05, 5.6247e-05, 2.414e-06, 482, 1349, 15
0.000188651, 0.000115721, 7.2084e-05, 2.328e-06, 438, 1176, 10
0.000201286, 0.000124389, 7.5889e-05, 2.857e-06, 438, 1112, 11
0.000128937, 8.9948e-05, 3.8029e-05, 8.02e-07, 444, 879, 3
0.000322445, 0.000175033, 0.000145663, 3.733e-06, 448, 1038, 5
0.000115468, 6.7857e-05, 4.7068e-05, 1.886e-06, 442, 977, 8
0.000119066, 6.2042e-05, 5.6117e-05, 2.353e-06, 452, 875, 9
0.000219913, 0.000135173, 8.3514e-05, 1.851e-06, 453, 959, 5
0.000143156, 9.628e-05, 4.5789e-05, 1.746e-06, 443, 744, 4
0.000162443, 0.000103929, 5.7607e-05, 2.851e-06, 446, 975, 7
0.000160244, 0.000101466, 5.8071e-05, 1.914e-06, 430, 768, 8
0.000104616, 6.2038e-05, 4.1638e-05, 1.944e-06, 404, 848, 10
0.000166671, 0.000106439, 5.9428e-05, 1.952e-06, 439, 899, 8
0.00017538, 0.00011326, 6.1059e-05, 1.677e-06, 442, 997, 6
0.000337604, 0.000197806, 0.000137846, 5.047e-06, 440, 914, 10
0.000185885, 0.000117054, 6.8009e-05, 2.473e-06, 446, 1011, 7
0.000182068, 0.00012092, 6.023e-05, 1.424e-06, 421, 931, 5
0.000107339, 6.3163e-05, 4.3342e-05, 1.467e-06, 454, 965, 7
0.000165631, 0.000104878, 5.9684e-05, 2.551e-06, 404, 970, 9
0.000155056, 9.8572e-05, 5.4121e-05, 1.197e-06, 348, 838, 4
0.000119234, 6.8976e-05, 4.9503e-05, 1.299e-06, 350, 1012, 5
0.000147582, 8.9535e-05, 5.7202e-05, 2.161e-06, 326, 914, 6
0.00023146, 0.000171001, 5.7444e-05, 1.918e-06, 330, 886, 9
0.000199912, 0.000122183, 7.682e-05, 2.315e-06, 308, 964, 7
0.000214184, 0.000123247, 8.9195e-05, 3.816e-06, 299, 932, 6
0.000158, 9.5885e-05, 6.1352e-05, 1.8e-06, 302, 887, 8
0.000130301, 8.6012e-05, 4.3131e-05, 1.036e-06, 389, 779, 4
0.000162359, 0.000105516, 5.5832e-05, 2.137e-06, 454, 882, 8
0.00015793, 9.3637e-05, 6.2884e-05, 1.431e-06, 450, 998, 5
0.000137202, 9.0649e-05, 4.4998e-05, 1.62e-06, 450, 912, 7
0.000225578, 0.000179287, 4.4909e-05, 2.142e-06, 454, 862, 4
0.000186436, 0.000117541, 6.6609e-05, 1.987e-06, 463, 1021, 7
0.000122276, 7.2681e-05, 4.8196e-05, 1.772e-06, 455, 899, 7
0.000116838, 7.0057e-05, 4.588e-05, 1.551e-06, 468, 982, 7
0.00030373, 0.000165904, 0.000134337, 5.943e-06, 451, 882, 10
0.000322055, 0.000149276, 0.000171516, 1.707e-06, 447, 841, 4
0.00016328, 0.000104979, 5.7059e-05, 1.157e-06, 437, 797, 4
0.000199137, 0.000127513, 7.0047e-05, 2.081e-06, 451, 925, 8
0.000254004, 8.4892e-05, 0.000167703, 1.0705e-05, 451, 747, 7
0.000219052, 0.000136026, 8.0778e-05, 3.232e-06, 445, 837, 5
0.000149252, 0.000100219, 4.8313e-05, 1.02e-06, 469, 792, 4
0.000142165, 7.5087e-05, 6.5955e-05, 2.029e-06, 464, 978, 8
0.00016419, 0.00010765, 5.4758e-05, 1.855e-06, 461, 773, 4
0.000106347, 6.4076e-05, 4.144e-05, 2.125e-06, 469, 908, 9
0.000126851, 8.0457e-05, 4.5435e-05, 1.761e-06, 459, 856, 7
0.000156629, 9.8463e-05, 5.7316e-05, 2.858e-06, 441, 836, 10
0.000289193, 0.000149258, 0.000138886, 2.41e-06, 451, 874, 7
0.000221891, 0.000147045, 7.2437e-05, 1.682e-06, 452, 906, 4
0.000168722, 0.000115982, 5.1273e-05, 1.219e-06, 433, 847, 4
0.000167387, 0.000107111, 5.9213e-05, 1.887e-06, 452, 922, 7
0.000179091, 0.000107375, 7.0616e-05, 2.469e-06, 445, 846, 11
0.000158112, 0.00010578, 5.0925e-05, 1.422e-06, 440, 847, 5
0.00017394, 0.000113007, 5.9951e-05, 1.648e-06, 453, 973, 6
0.000165293, 0.000105939, 5.8231e-05, 7.51e-07, 462, 848, 2
0.000190101, 0.000115984, 7.3312e-05, 3.267e-06, 460, 882, 6
0.000181929, 0.000113452, 6.7729e-05, 1.815e-06, 474, 881, 6
0.000180445, 0.000115953, 6.3509e-05, 1.417e-06, 458, 932, 5
9.4134e-05, 6.4457e-05, 2.8801e-05, 1.183e-06, 460, 667, 4
0.000181287, 0.000123685, 5.6528e-05, 1.832e-06, 467, 850, 7
0.000168845, 0.0001038, 6.3901e-05, 1.124e-06, 464, 841, 3
0.000130103, 7.4163e-05, 5.4693e-05, 7.5e-07, 476, 895, 2
0.000184274, 0.000121839, 6.0767e-05, 5.14e-07, 455, 956, 1
0.000108584, 7.0576e-05, 3.7282e-05, 1.057e-06, 460, 766, 4
0.000225454, 7.8431e-05, 0.000146047, 4.116e-06, 453, 790, 2
0.00046141, 0.000182185, 0.000271249, 4.733e-06, 439, 890, 5
0.000169325, 0.000107359, 6.1104e-05, 6.84e-07, 444, 855, 2
0.000140451, 9.5555e-05, 4.4073e-05, 1.021e-06, 418, 873, 4
0.000131915, 8.103e-05, 4.9458e-05, 1.723e-06, 440, 965, 5
0.000197148, 0.000139301, 5.6103e-05, 1.255e-06, 437, 950, 2
0.000212949, 0.000141132, 6.9553e-05, 1.171e-06, 440, 893, 2
0.000184826, 0.000130525, 5.1662e-05, 8.49e-07, 447, 935, 2
0.000154007, 0.000101643, 5.1396e-05, 8.09e-07, 436, 825, 2
0.000459875, 0.000170138, 0.000287492, 5.026e-06, 441, 845, 2
0.000199868, 0.000138675, 6.0152e-05, 1.175e-06, 455, 974, 4
9.4346e-05, 5.7703e-05, 3.5971e-05, 2.198e-06, 432, 768, 9
0.000173525, 0.000109355, 6.3201e-05, 9.42e-07, 440, 959, 3
0.000127084, 8.7603e-05, 3.8365e-05, 1.417e-06, 436, 796, 5
0.000284758, 0.000174476, 0.000107666, 3.38e-06, 458, 837, 3
0.000161785, 7.8408e-05, 8.0142e-05, 2.273e-06, 449, 949, 4
0.000276627, 0.000109975, 0.000164854, 7.228e-06, 458, 873, 3
0.000436222, 0.000257903, 0.000172612, 3.923e-06, 460, 814, 4
9.9925e-05, 6.1779e-05, 3.75e-05, 9.93e-07, 456, 871, 5
0.000121918, 7.075e-05, 4.995e-05, 1.815e-06, 457, 881, 5
0.000127134, 7.5452e-05, 5.0716e-05, 1.095e-06, 465, 959, 4
0.000171911, 0.000116308, 5.481e-05, 1.156e-06, 458, 920, 4
0.00013276, 8.4445e-05, 4.7798e-05, 2.383e-06, 471, 1006, 5
0.000299402, 0.000155054, 0.000143458, 6.247e-06, 446, 945, 7
0.000356681, 0.000284168, 7.0438e-05, 9.33e-07, 433, 1044, 3
0.000128982, 8.3999e-05, 4.366e-05, 1.092e-06, 440, 797, 4
0.000167569, 0.000106167, 6.0446e-05, 1.339e-06, 445, 967, 3
0.000238712, 0.000175405, 6.1471e-05, 1.077e-06, 454, 969, 3
0.000656843, 0.000418812, 0.0002328, 5.55e-06, 452, 1082, 4
0.000183174, 0.000114517, 6.7075e-05, 6.52e-07, 447, 896, 1
0.00027658, 0.000165661, 0.000109575, 1.772e-06, 437, 904, 5
0.000298647, 0.000187302, 0.000107381, 3.531e-06, 457, 873, 4
0.000160286, 0.000109058, 5.0438e-05, 6.89e-07, 440, 940, 2
0.000159159, 0.000105445, 5.2545e-05, 1.493e-06, 435, 864, 6
0.000131726, 8.7242e-05, 4.3668e-05, 1.311e-06, 438, 908, 4
0.000110332, 7.1083e-05, 3.8405e-05, 1.404e-06, 422, 906, 6
0.000101283, 6.1693e-05, 3.8695e-05, 2.242e-06, 433, 910, 9
0.000229251, 0.000153121, 7.512e-05, 2.402e-06, 446, 1209, 7
0.000248279, 0.00015512, 9.1819e-05, 2.981e-06, 429, 893, 9
0.000253404, 0.000139306, 0.000112563, 4.019e-06, 424, 1012, 12
0.000407292, 0.000220812, 0.000181926, 4.644e-06, 437, 1004, 8
0.000551013, 0.000337951, 0.000208845, 5.068e-06, 441, 1151, 5
0.000414015, 0.000130861, 0.000281126, 6.474e-06, 443, 1053, 10
0.000204422, 0.000119913, 8.3341e-05, 2.827e-06, 436, 980, 7
0.000265341, 0.000128701, 0.000135912, 1.557e-06, 448, 1018, 4
0.000110221, 6.937e-05, 3.974e-05, 6.8e-07, 441, 921, 2
0.00028306, 0.000177302, 0.000102849, 3.226e-06, 460, 1094, 5
0.000334348, 0.000209595, 0.000121612, 6.16e-07, 450, 953, 2
0.000248895, 0.000149369, 9.8369e-05, 1.813e-06, 447, 1052, 4
0.000119878, 7.7587e-05, 4.1411e-05, 9.32e-07, 445, 912, 3
0.000228743, 0.000138265, 8.9371e-05, 1.837e-06, 434, 894, 5
0.000256213, 0.000171196, 8.2164e-05, 1.613e-06, 445, 1061, 5
0.000240437, 0.000137714, 0.000100766, 5.45e-06, 440, 1023, 2
0.000146649, 9.3484e-05, 5.2345e-05, 1.186e-06, 442, 1075, 4
0.000374423, 0.000219814, 0.000150062, 4.283e-06, 444, 1076, 5
0.000503357, 0.000273355, 0.000227877, 6.795e-06, 451, 1037, 9
0.000284178, 0.000158758, 0.000120812, 4.285e-06, 453, 985, 6
0.000176291, 0.000114858, 6.0298e-05, 2.031e-06, 450, 921, 5
0.000223257, 0.000132851, 8.8788e-05, 2.073e-06, 440, 915, 3
0.000520889, 0.000239684, 0.000277974, 5.25e-06, 438, 1173, 7
0.000154983, 0.000104872, 4.8694e-05, 8.72e-07, 430, 853, 3
0.000190634, 0.000120402, 6.8641e-05, 1.533e-06, 454, 1136, 6
0.000297762, 0.000179511, 0.000115607, 1.48e-06, 434, 846, 3
0.000192929, 0.000120471, 7.1466e-05, 1.03e-06, 448, 1053, 3
0.000419776, 0.000227364, 0.000190522, 5.865e-06, 433, 923, 5
0.000293919, 0.000160187, 0.000131784, 3.511e-06, 443, 1059, 5
0.000484977, 0.000324867, 0.000158105, 3.474e-06, 446, 962, 4
0.000161737, 0.000106839, 5.3989e-05, 1.476e-06, 442, 871, 5
0.000161571, 0.000107104, 5.3383e-05, 6.88e-07, 459, 914, 2
0.00018564, 0.000118328, 6.5966e-05, 2.179e-06, 459, 957, 8
0.000136681, 8.8571e-05, 4.7074e-05, 1.624e-06, 461, 917, 6
0.000123687, 7.8321e-05, 4.4433e-05, 7.1e-07, 450, 1003, 3
0.000252755, 0.00015346, 9.7481e-05, 1.408e-06, 461, 933, 2
0.000256112, 0.000152472, 0.000102063, 3.52e-06, 455, 1016, 9
0.000260206, 0.000144736, 0.000113758, 2.526e-06, 431, 912, 4
0.000274831, 0.000155752, 0.000117509, 2.402e-06, 459, 1022, 4
0.00032712, 0.000181063, 0.000144217, 1.654e-06, 444, 905, 3
0.000214552, 0.000121508, 9.1722e-05, 2.502e-06, 461, 919, 3
0.000140943, 7.2537e-05, 6.7717e-05, 1.098e-06, 468, 812, 3
0.000305839, 0.000178081, 0.00012595, 1.73e-06, 483, 899, 4
0.000224408, 0.000132548, 9.0773e-05, 2.11e-06, 470, 899, 4
0.000191181, 0.000123175, 6.7138e-05, 1.895e-06, 484, 948, 7
0.000671066, 0.000377188, 0.000291512, 8.606e-06, 462, 1002, 4
0.000255883, 0.000216116, 3.8525e-05, 3.99e-07, 467, 942, 1
0.000119307, 7.4339e-05, 4.425e-05, 1.248e-06, 464, 1127, 5
0.000154723, 9.6796e-05, 5.6552e-05, 1.157e-06, 462, 935, 3
0.000125423, 8.1939e-05, 4.2728e-05, 5.53e-07, 481, 1038, 2
0.000279336, 0.000176215, 0.000101928, 1.826e-06, 472, 1078, 5
0.000127938, 8.8301e-05, 3.8585e-05, 3.46e-07, 459, 1009, 1
0.000226582, 0.000150848, 7.389e-05, 1.523e-06, 468, 1077, 4
0.000321454, 0.000149943, 0.000170319, 2.887e-06, 473, 982, 3
0.000407541, 0.000216854, 0.000189227, 2.722e-06, 473, 940, 3
0.000136685, 8.1159e-05, 5.4923e-05, 2.144e-06, 484, 1056, 7
0.000295838, 0.000181514, 0.000112746, 2.101e-06, 477, 1111, 4
0.000159314, 9.8304e-05, 5.9805e-05, 1.971e-06, 483, 988, 7
0.000641724, 0.000333091, 0.00030312, 1.2164e-05, 507, 1233, 7
0.000361719, 0.000141656, 0.000217927, 4.413e-06, 486, 974, 3
0.00024837, 0.000126756, 0.000120565, 4.224e-06, 485, 981, 6
0.000338253, 0.000189722, 0.000147352, 5.875e-06, 478, 1107, 2
0.000622492, 0.000353004, 0.000264996, 7.565e-06, 473, 1041, 8
0.000490012, 0.000321792, 0.000159839, 3.166e-06, 459, 1069, 4
0.000140309, 8.3866e-05, 5.4539e-05, 1.652e-06, 469, 945, 7
0.000400002, 0.000215794, 0.000182512, 5.189e-06, 459, 1110, 6
0.000215444, 0.000145709, 6.7813e-05, 8.49e-07, 468, 1019, 3
0.000122349, 7.9375e-05, 4.1949e-05, 9.53e-07, 470, 1072, 4
0.000294792, 0.000221898, 6.9361e-05, 1.772e-06, 467, 994, 5
0.000141598, 8.6789e-05, 5.3967e-05, 2.142e-06, 475, 1122, 8
0.000407797, 0.000131592, 0.000274891, 2.678e-06, 487, 1149, 2
0.000269354, 0.000199666, 6.6029e-05, 1.501e-06, 467, 960, 5
0.000161636, 0.000107133, 5.3434e-05, 2.238e-06, 460, 1128, 10
0.000148238, 9.1048e-05, 5.6265e-05, 2.073e-06, 477, 1023, 5
0.000303195, 0.0001738, 0.00012808, 2.861e-06, 462, 1158, 5
0.000289452, 0.00019509, 9.2083e-05, 1.886e-06, 475, 934, 2
0.000950336, 0.000505389, 0.00043307, 4.911e-06, 466, 1110, 2
0.000747539, 0.000367919, 0.000375472, 4.836e-06, 464, 1060, 4
0.000346621, 0.000177571, 0.000165126, 6.079e-06, 472, 1041, 7
0.000198205, 0.000124384, 7.3041e-05, 2.033e-06, 490, 1068, 6
0.000204883, 0.000130788, 7.1821e-05, 1.715e-06, 489, 1131, 3
0.000103372, 6.6568e-05, 3.6028e-05, 7.32e-07, 491, 912, 2
0.000238411, 0.000164176, 7.0111e-05, 1.602e-06, 486, 1072, 6
0.000181962, 0.000121105, 5.962e-05, 8.27e-07, 505, 1068, 2
0.00020325, 0.000128757, 7.2712e-05, 1.62e-06, 479, 1108, 5
0.000500177, 0.00037205, 0.000124156, 2.068e-06, 496, 1298, 4
0.000371546, 0.000282539, 8.2275e-05, 1.845e-06, 486, 1058, 4
0.000571015, 0.000323321, 0.000240416, 6.688e-06, 468, 958, 5
0.000182951, 0.000122111, 5.9986e-05, 1.007e-06, 468, 1003, 3
